campaign_id,environment,primitive,seed,train_steps,horizon,baseline_psnr,candidate_psnr,delta_psnr,baseline_ssim,candidate_ssim,delta_ssim,baseline_masked_mse,candidate_masked_mse,delta_masked_mse
acwm-autoloop-screen-cloth_move-cfg_guidance_schedule-s914-t512-r1,cloth_move,cfg_guidance_schedule,914,512,48,19.27522625598234,19.94861795715897,0.6733917011766302,0.9110375866293907,0.913423498471578,0.0023859118421872827,0.06917846202850342,0.0655963197350502,-0.0035821422934532166
acwm-autoloop-screen-cloth_move-dino_rep_injection-s2701-t512-r1,cloth_move,dino_rep_injection,2701,512,16,24.01089321038828,22.93487690582691,-1.0760163045613673,0.9374610781669617,0.9325180351734161,-0.004943042993545532,0.03960104659199715,0.056177008897066116,0.01657596230506897
acwm-autoloop-screen-cloth_move-dino_rep_injection-s2701-t512-r1,cloth_move,dino_rep_injection,2701,512,32,20.589571426648146,19.770430946505194,-0.819140480142952,0.9206381570547819,0.91293815523386,-0.007700001820921898,0.06125926226377487,0.09081705659627914,0.029557794332504272
acwm-autoloop-screen-cloth_move-dino_rep_injection-s2701-t512-r1,cloth_move,dino_rep_injection,2701,512,48,19.27522625598234,18.687305482340534,-0.5879207736418053,0.9110375866293907,0.9038661010563374,-0.00717148557305336,0.06917846202850342,0.0993264764547348,0.030148014426231384
acwm-autoloop-screen-cloth_move-dino_rep_injection-s2813-t512-r1,cloth_move,dino_rep_injection,2813,512,16,24.01089321038828,24.240274076740008,0.22938086635172894,0.9374610781669617,0.9397194497287273,0.0022583715617656708,0.03960104659199715,0.03885743394494057,-0.0007436126470565796
acwm-autoloop-screen-cloth_move-dino_rep_injection-s2813-t512-r1,cloth_move,dino_rep_injection,2813,512,32,20.589571426648146,21.17692958191443,0.5873581552662834,0.9206381570547819,0.9292070511728525,0.008568894118070602,0.06125926226377487,0.06666485220193863,0.005405589938163757
acwm-autoloop-screen-cloth_move-dino_rep_injection-s2813-t512-r1,cloth_move,dino_rep_injection,2813,512,48,19.27522625598234,19.85863043130623,0.5834041753238921,0.9110375866293907,0.9234704785048962,0.012432891875505447,0.06917846202850342,0.07956858724355698,0.010390125215053558
acwm-autoloop-screen-cloth_move-first_frame_anchor-s903-t512-r1,cloth_move,first_frame_anchor,903,512,16,24.01089321038828,23.902763676129073,-0.10812953425920568,0.9374610781669617,0.9396077953279018,0.0021467171609401703,0.03960104659199715,0.03608911484479904,-0.003511931747198105
acwm-autoloop-screen-cloth_move-first_frame_anchor-s903-t512-r1,cloth_move,first_frame_anchor,903,512,32,20.589571426648146,19.44153947359044,-1.148031953057707,0.9206381570547819,0.9149122051894665,-0.005725951865315437,0.06125926226377487,0.060206830501556396,-0.0010524317622184753
acwm-autoloop-screen-cloth_move-first_frame_anchor-s903-t512-r1,cloth_move,first_frame_anchor,903,512,48,19.27522625598234,17.910183323549766,-1.3650429324325728,0.9110375866293907,0.9047414424518744,-0.0062961441775163385,0.06917846202850342,0.08359480649232864,0.014416344463825226
acwm-autoloop-screen-cloth_move-history_noise_schedule-s821-t512-r1,cloth_move,history_noise_schedule,821,512,16,24.01089321038828,23.099194729529668,-0.911698480858611,0.9374610781669617,0.9354524724185467,-0.0020086057484149933,0.03960104659199715,0.05770257115364075,0.0181015245616436
acwm-autoloop-screen-cloth_move-history_noise_schedule-s821-t512-r1,cloth_move,history_noise_schedule,821,512,32,20.589571426648146,21.560762458188123,0.971191031539977,0.9206381570547819,0.923643721267581,0.0030055642127990723,0.06125926226377487,0.07369116693735123,0.012431904673576355
acwm-autoloop-screen-cloth_move-history_noise_schedule-s821-t512-r1,cloth_move,history_noise_schedule,821,512,48,19.27522625598234,21.393370333865313,2.118144077882974,0.9110375866293907,0.9229104556143284,0.011872868984937668,0.06917846202850342,0.07173268496990204,0.0025542229413986206
acwm-autoloop-screen-cloth_move-inv_dyn_reward_finetune-s2810-t512-r1,cloth_move,inv_dyn_reward_finetune,2810,512,16,24.01089321038828,23.531927730099888,-0.4789654802883909,0.9374610781669617,0.9355967566370964,-0.001864321529865265,0.03960104659199715,0.03856419771909714,-0.0010368488729000092
acwm-autoloop-screen-cloth_move-inv_dyn_reward_finetune-s2810-t512-r1,cloth_move,inv_dyn_reward_finetune,2810,512,32,20.589571426648146,19.286391707955065,-1.3031797186930802,0.9206381570547819,0.9116716645658016,-0.008966492488980293,0.06125926226377487,0.05850089341402054,-0.0027583688497543335
acwm-autoloop-screen-cloth_move-inv_dyn_reward_finetune-s2810-t512-r1,cloth_move,inv_dyn_reward_finetune,2810,512,48,19.27522625598234,17.811319758666343,-1.463906497315996,0.9110375866293907,0.9011965331931909,-0.009841053436199787,0.06917846202850342,0.08160733431577682,0.012428872287273407
acwm-autoloop-screen-cloth_move-inv_dyn_reward_finetune-s2811-t512-r1,cloth_move,inv_dyn_reward_finetune,2811,512,16,24.01089321038828,23.99901101419253,-0.011882196195749373,0.9374610781669617,0.9394937008619308,0.0020326226949691772,0.03960104659199715,0.039464421570301056,-0.0001366250216960907
acwm-autoloop-screen-cloth_move-inv_dyn_reward_finetune-s2811-t512-r1,cloth_move,inv_dyn_reward_finetune,2811,512,32,20.589571426648146,20.91272769044895,0.3231562638008043,0.9206381570547819,0.9243584610521793,0.003720303997397423,0.06125926226377487,0.06203540042042732,0.0007761381566524506
